,Chistes,id
3160,¿Por qué Napoleón nunca podía esconderse? ¡Porque todos le buscaban en el Waterloo!,5167
3161,¿Qué dijo Cristóbal Colón al ver tierra? ¡Me siento muy descubierto!,5168
3162,¿Cómo iban los faraones de paseo? ¡En camellos automáticos!,5169
3163,¿Qué hacían los griegos cuando se cerraban sus teatros? ¡Reabrían en la siguiente tragedia!,5170
3164,¿Por qué los caballeros medievales siempre iban a la feria? ¡Para practicar sus justas!,5171
3165,¿Qué hacía Marie Curie cuando estaba radiante? ¡Lucía su particular belleza atómica!,5172
3166,¿Qué dijo Einstein al ver un agujero negro? ¡Esto es una atracción masiva!,5173
3167,¿Por qué los romanos nunca se quejaban del empedrado? ¡Porque siempre llevaban sandalias!,5174
3168,¿Qué le dijo el faraón a su eco? ¡No me repitas la historia!,5175
3169,¿Qué hacía Platón en sus ratos libres? ¡Escribía diálogos cómicos!,5176
3170,¿Por qué los piratas siempre llevaban volantes? ¡Para navegar sus caravanas!,5177
3171,¿Qué hicieron los vikingos cuando no encontraron tierra? ¡Recalcular su mapa!,5178
3172,¿Por qué los cavernícolas nunca usaban relojes? ¡Porque vivían en la era de las rocas!,5179
3173,¿Qué decía Genghis Khan cuando pedía dirección? ¡Estoy siguiendo la ruta del khan!,5180
3174,¿Qué le pidió la pirámide a la esfinge en secreto? ¡Que no le contara a todos su ángulo!,5181
3175,¿Cómo conseguían los griegos mantener la calma? ¡A través de filosofía instantánea!,5182
3176,¿Qué hacía Julio Verne cuando nadie quería leer sus libros? ¡Empezaba el viaje al centro de su estantería!,5183
3177,¿Por qué los romanos siempre llevaban escalpelos? ¡Porque siempre estaban a punto de cortar la historia!,5184
3178,¿Qué decía Sherlock Holmes al resolver un caso? ¡Elementalmente cínico!,5185
3179,¿Cómo la pasó Cleopatra en la playa? ¡Disfrutó de su arena faraónica!,5186
3180,¿Qué le dijo Nerón al ver Roma ardiendo? ¡Esto es un verdadero incendio de creatividad!,5187
3181,¿Por qué los griegos siempre llevaban columnas? ¡Para sostener su teoría!,5188
3182,¿Cómo navegaban los conquistadores? ¡Siguiendo las risas históricas de sus críticos!,5189
3183,¿Qué dijo Espartaco al rebelarse? ¡Me estoy oponiendo espartamente!,5190
3184,"¿Qué le pidió el faraón a su esposa? ¡No más secretos, cola-bora-conmigo!",5191
3185,¿Cómo lograba Mozart componer tan rápido? ¡Tomaba notas a velocidad de sonido!,5192
3186,¿Por qué a Da Vinci siempre le gustaba pintar? ¡Porque se llevaba un “Leonardo” de trofeos!,5193
3187,¿Qué hacía Genghis Khan cuando visitaba un zoológico? ¡Conquistaba las jaulas!,5194
3188,¿Por qué Julio César nunca usaba spoilers? ¡Porque siempre prefería la intriga!,5195
3189,¿Cómo le decía Cristóbal Colón a sus haters? ¡Descúbreme si puedes!,5196
3190,¿Qué hacía Galileo cuando no miraba estrellas? ¡Jugaba con su telescopio de burbujas!,5197
3191,¿Dónde iban los reyes cuando querían relajarse? ¡A su reino de la siesta!,5198
3192,¿Qué decía un romano al ver un león? ¡Espero no estar en su menú romano!,5199
3193,¿Qué hacía Cleopatra cuando se estresaba? ¡Tomaba un baño de Cleopatra-ña!,5200
3194,¿Cómo se despedían los gladiadores? ¡Con una adiós coliseal!,5201
3195,¿Qué le dijo Cristóbal Colón al ver nieve? ¡Esto también es un descubrimiento helado!,5202
3196,¿Qué hacía Cervantes cuando no podía escribir? ¡Leía la historia de sus propios molinos!,5203
3197,¿Por qué a Leonardo Da Vinci le gustaban tanto los acertijos? ¡Porque siempre buscaba un ángulo brillante!,5204
3198,¿Qué hacía César al entrar en una panadería? ¡Venía a buscar su propio pan y circo!,5205
3199,¿Qué dijo Einstein cuando nadie entendió su ecuación? ¡No hay tiempo relativo que perder!,5206
3200,¿Cómo llamaban los romanos a las batallas ganadas? ¡Triun-fitos!,5207
3201,¿Por qué los faraones nunca usaban GPS? ¡Porque preferían seguir el flujo del Nilo!,5208
3202,¿Qué hacían los caballeros medievales cuando inventaban algo nuevo? ¡Lo llamaban un caballer-invento!,5209
3203,¿Qué decía un vikingo al temer un examen? ¡Espero no tener una calificación ártica!,5210
3204,¿Por qué todos en Roma amaban sus acueductos? ¡Porque llevaban agua de risas!,5211
3205,¿Cómo lograban los templarios resolver sus problemas? ¡Con su temple y humor!,5212
3206,¿Qué le dijo Cleopatra a su pez? ¡Eres mi fiel guardián en estas aguas!,5213
3207,¿Qué hacía Sta. Teresa cuando estaba atareada? ¡Escribía sus quejas beatificadas!,5214
3208,¿Cómo resuelven los problemas los ingenieros romanos? ¡Con matemáticas imperiales!,5215
3209,¿Qué decía Hernán Cortés cuando encontraba un misterio? ¡Esto es un enigma de oro!,5216
3210,¿Por qué los faraones siempre estaban radiantes? ¡Porque eran iluminaciones históricas!,5217
3211,¿Cómo luchaba Alejandro Magno contra el aburrimiento? ¡Conquista-divirtiéndose!,5218
3212,¿Qué hacía el Hombre de Neanderthal en su cueva? ¡Planeaba su siguiente aventura prehistórica!,5219
3213,¿Qué decía Cleopatra en un concierto? ¡Sigan rockeando en mi dinastía!,5220
3214,¿Por qué Moctezuma le gustaban tanto los chistes? ¡Porque tienen su humor azteca!,5221
3215,¿Qué hacía Napoleón en un castillo inflable? ¡Planeaba su próxima ascensión!,5222
3216,¿Por qué los romanos siempre llevaban capas? ¡Para estar súper en la historia!,5223
3217,¿Cómo manejaban los vikingos sus barcos? ¡Con un humor fregatá-lautico!,5224
3218,¿Qué decía un caballero medieval al encontrar un error? ¡Esto no es justo!,5225
3219,¿Qué hacía Cleopatra con sus correos electrónicos? ¡Les ponía un sello real!,5226
3220,¿Cómo se llamaban los créditos en Roma? ¡Amigos senators!,5227
3221,¿Qué le dijo Colón a un iceberg? ¡Espero no descubrirte en mi camino!,5228
3222,¿Por qué los faraones nunca hacían malabares? ¡Porque ya manejaban demasiadas pirámides!,5229
3223,¿Qué hacía Genghis Khan cuando tenía sueño? ¡Conquistaba sus sueños mongólicos!,5230
3224,¿Qué hacen dos físicos leyéndose un libro? Ley-endo.,5231
3225,¿Por qué los protones nunca pierden en las peleas? Porque siempre tienen una carga positiva.,5232
3226,¿Qué hace un químico en la ducha? Se baña con Li-cho.,5233
3227,¿Cuál es la fórmula química del café? H20mg!,5234
3228,¿Qué dice un átomo contento? ¡Estoy ionizado!,5235
3229,¿Por qué el libro de química se deprimió? Porque tenía demasiados ácidos.,5236
3230,"¿Qué hace un matemático perdido en el bosque? ¡Buscar el ""log"" más cercano!",5237
3231,¿Cómo se llama un científico que rompe las reglas? Un rebel-de.,5238
3232,¿Por qué los biologists odian los matrimonios? Porque siempre terminan en divisiones celulares.,5239
3233,"¿Qué es peor que encontrarse con un perro enojado? Un perro constipado, ¡pura ciencia real!",5240
3234,"¿Qué elemento de la tabla periódica es un surfeador exótico? El Gallium, porque siempre está líquido a baja temperatura.",5241
3235,¿Qué le dice el electrón al protón? ¡Qué positivo estás hoy!,5242
3236,¿A qué huelen los científicos? A experimentos.,5243
3237,"¿Por qué los astrónomos no tienen pareja? Porque siempre están en el ""espacio"".",5244
3238,"¿Qué hace un físico después del trabajo? ¡Dejar la ""relatividad"" a un lado!",5245
3239,"¿Por qué la teoría de la relatividad es tan difícil de entender? Porque es ""relativa"".",5246
3240,"¿Qué hace un matemático si tiene frío? Se abrigla con el ""log""aritmo.",5247
3241,¿Por qué los químicos aman los bosques? Porque en ellos encuentran muchas bases y árboles.,5248
3242,¿Cuál es el héroe favorito de los químicos? ¡Oxidaman!,5249
3243,¿Qué pasa si mezclas un perro con un químico? ¡Un laboratorio!,5250
3244,¿Por qué los átomos están felices? Porque todo es relativo a su alrededor.,5251
3245,"¿Qué hacen dos átomos discutiendo? Se ""ionizan"".",5252
3246,¿Qué hacen los científicos en una fiesta? ¡Experimentos sociales!,5253
3247,¿Por qué los químicos son buenos cocineros? Porque tienen muchas reacciones.,5254
3248,¿Cuál es la botana favorita de los matemáticos? Las π-zza's (pizzas).,5255
3249,"¿Qué elemento solía hacerse mucho daño? ¡El Plomo, porque siempre está Pb (preciado)!",5256
3250,¿Cuál es el deporte preferido de los físicos? El tiro parabólico.,5257
3251,"¿Cómo saludan los átomos? ¡Hola, neutrón!",5258
3252,"¿Por qué los ingenieros no son buenos en bodas? Porque siempre buscan una buena ""red"".",5259
3253,¿Qué dice un fotón cuando entra a una fiesta? ¡Estoy iluminado!,5260
3254,"¿Por qué los químicos siempre están calmados en crisis? Porque saben controlar sus ""reactivos"".",5261
3255,¿Qué le dice el hidrógeno al oxígeno? ¡Vamos a hacer agua!,5262
3256,"¿Qué es lo opuesto a una recta? ¡Una ""inexacta""!",5263
3257,¿Por qué los biólogos aman los casinos? Porque les gusta jugar con genes.,5264
3258,¿Qué obsesión tienen los químicos? ¡Las proporciones mol-es!,5265
3259,"¿Qué le pidió la célula al glóbulo rojo? Llevarme contigo, ¡hemoglobina!",5266
3260,¿Cuál es la duda existencial de un electrón? ¿Dónde estoy orbitando ahora?,5267
3261,"¿Qué le dice un cerebrito a otro? Te estoy ""neuroneando"".",5268
3262,¿Qué estudian los químicos en la primavera? ¡Las floresciencias!,5269
3263,¿Qué piensa un matemático cuando pierde sus papeles? Que han derivado.,5270
3264,¿Qué hace un físico en el gimnasio? Aplicar la física newtoniana.,5271
3265,"¿Por qué los arqueólogos aman el pan? Porque encuentran muchas ""migas"" de historia.",5272
3266,¿Cuál es la fruta favorita de los matemáticos? ¡Las pi-nas (π-nas)!,5273
3267,¿Qué instrumento musical prefieren los físicos? ¡La guitarra cuántica!,5274
3268,¿Cómo se despiden los químicos? ¡Átomo-luego!,5275
3269,"¿Por qué los ingenieros nunca terminan una casa? Porque siempre están hechando ""cálculos"".",5276
3270,¿Qué hacen los cientificos en la oficina? ¡Cientificos-ráfagas de creatividad!,5277
3271,¿Qué superhéroe podrían inventar los científicos? ¡El Hombre Reacción!,5278
3272,¿Qué medida toman los fóbicos a las arañas? ¡Arañas-teros!,5279
3273,¿En qué idioma hablan las células? En el idioma de ADN.,5280
3274,¿Qué dice un científico suizo cuando tiene hambre? Necesito algunas muestras de queso.,5281
3275,¿Qué le dice el universo al astrónomo? ¡Atrévete a explorarme!,5282
3276,¿Qué hace un matemático en una piscina? Está a la altura exacta.,5283
3277,¿Por qué los físicos aman las fiestas de año nuevo? Porque pueden asistir a las fiestas de frecuencia baja.,5284
3278,¿Qué tipo de números prefieren las bacterias? ¡Los números primos!,5285
3279,¿Cómo se llama la película favorita de los químicos? El Químicamente Posible.,5286
3280,¿Qué estudia un oceanógrafo en el Amazonas? ¡Las mareas amazónicas!,5287
3281,¿Qué hace un matemático cuando está solo? Habla consigo mismo en σ (sigma).,5288
3282,¿Por qué las plantas se sienten amadas? Porque siempre están enraizadas.,5289
3283,¿Qué pasa cuando dos cromosomas chocan? ¡Se genera un karyoklismo!,5290
3284,"¿Por qué los científicos cuentan ovejas? Porque así ya tienen algo que ""experimentar"".",5291
3285,"¿Qué hacen los astrofísicos en su tiempo libre? Miden la ""gravedad"" de los problemas.",5292
3286,¿Qué instrumento mide el tiempo de los geólogos? ¡El Reloj de Arenera!,5293
3287,¿Por qué los químicos nunca se deprimen? Porque siempre hay una reacción para mejorar su estado.,5294
3288,"¿Por qué los matemáticos son tan calmados? Porque todo está ""integrado"" en su mente.",5295
3289,¿Qué hace el número 8 cuando se acuesta? El infinito.,5296
3290,¿Qué instrumento musical prefieren los científicos? ¡El Thermin!,5297
3291,¿Cómo saludan las baterías? ¡Tengo mucha carga!,5298
3292,¿Qué se siente caer por una pendiente matemáticamente? ¡Es un viaje derivado!,5299
3293,¿Por qué los ingenieros no usan reloj? Porque siempre están a tiempo en función de x.,5300
3294,¿Qué hacen los matemáticos en un polígrafo? Pasar su polinomio.,5301
3295,¿Cómo llaman los médicos a los insectos bajo el microscopio? Mini-pacientes.,5302
3296,¿Cuál es la bebida preferida de los físicos teóricos? El refresco cuántico.,5303
3297,¿Qué pasa cuando juntas dos átomos bromistas? ¡Moléculas de risa!,5304
3298,¿Cómo se llama el matemático más famoso? Juan Ello.,5305
3299,¿Qué hace un biólogo en la granja? Revisar la bioma-cultivación.,5306
3300,¿Qué dice un ordenador enojado? ¡Me estás procesando mal!,5307
3301,¿Qué hace un biólogo en su cumpleaños? ¡Una cel(e)bración!,5308
3302,"¿Cuál es la mejor fórmula para duelar a alguien? Me pedirás ""perdón"" por ser derivado.",5309
3303,¿Qué es un libro genético? ¡Una biología de aventuras!,5310
3304,¿Cómo se llama la constante matemática más favorita del mundo? Pi-lar.,5311
3305,¿Cómo se despiden los cromosomas? ¡Hasta la próxima mitosis!,5312
3306,¿Qué pasa si juntas un químico y un abogado? ¡Demanda instantánea!,5313
3307,¿Cuál es la célula favorita de Napoleón? La célula madre.,5314
3308,¿Qué hace una bomba de partículas para ser feliz? ¡Explota de alegría!,5315
3309,¿Qué hace un matemático con un cactus? Se calcula formalidades.,5316
3310,¿Qué cabeza tiene más vértices? ¡La cabeza del poliedro!,5317
3311,¿Por qué los físicos usan lentes? Para ver las partículas con precisión.,5318
3312,¿Qué le dice un electrón a otro en un bar? ¡Estás en tu orbital correcto!,5319
3313,¿Qué le pidió la masa al volumen? Ser más compacta.,5320
3314,¿Por qué los gatos hacen buena química? Porque siempre tienen una reacción de curiosidad.,5321
3315,¿Qué fluido ama los circuitos eléctricos? La corrente continua.,5322
3316,¿Qué comentario dirías en una convención espacial? ¡Es un universo muy pequeño!,5323
3317,¿Qué pasa cuando los químicos se encuentran? ¡Reacción en cadena de risas!,5324
3318,¿Qué hace el número 3 en la cocina? Busca su raíz cuadrada.,5325
3319,¿Cuál es el gemido de un electrón molesto? ¡No me ionices!,5326
3320,¿Qué pasa cuando un matemático visita un museo? Efecto Integral.,5327
3321,¿Por qué hay tantos rompecabezas en el laboratorio? Porque son todas las piezas cuadradas.,5328
3322,¿Qué pizza comería un matemático? Una π-zza (pi-zza) de límites.,5329
3323,¿Qué le dice el ADN al ARN? ¡Transcríbete!,5330
3324,¿Por qué los magos nunca juegan a las escondidas? ¡Porque siempre desaparecen!,5331
3325,"¿Qué le dijo el dragón al caballero? ""¡Déjate de cuentos y tráeme un sándwich!""",5332
3326,¿Por qué el unicornio fue al médico? ¡Porque se sentía un poco desombrado!,5333
3327,¿Cómo se llama un mago que siempre se equivoca de hechizo? ¡Desastre Potter!,5334
3328,¿Qué hace una elfa cuando está aburrida? ¡Texto-elf!,5335
3329,¿Por qué los elfos nunca mienten? ¡Porque tienen orejas puntuales!,5336
3330,¿Qué tipo de música escuchan los trolls? ¡Rock debajo del puente!,5337
3331,¿Qué hace un mago después de comer? ¡Des-aparece el postre!,5338
3332,¿Por qué las sirenas no pueden jugar al tenis? ¡Porque odian la red!,5339
3333,¿Qué beben los dragones en el desayuno? ¡Jugoz intendo!,5340
3334,¿Cuál es el animal favorito de los hechiceros? ¡El búho-lución!,5341
3335,¿Qué hace un elfo en el gimnasio? ¡Levanta-mágica!,5342
3336,¿Por qué el rey Arturo no va de vacaciones? ¡Porque tiene una mesa redonda todo el año!,5343
3337,¿Qué les dice el Hada Madrina a sus amigas antes de salir de fiesta? ¡Que no se olviden de su varita mágica!,5344
3338,¿Por qué las hadas no usan ordenadores? ¡Porque prefieren los cuentos con final feliz!,5345
3339,¿Por qué los unicornios son tan buenos amigos? ¡Porque siempre corren hacia la alegría!,5346
3340,¿Qué hace un dragón en la biblioteca? ¡Quemar-títulos!,5347
3341,¿Por qué los magos no usan relojes? ¡Porque siempre viven en el tiempo errado!,5348
3342,¿Cómo hace una sirena para cruzar la calle? ¡Con su marea seguro!,5349
3343,¿Qué hace un duende con las monedas? ¡Busca el arco iris!,5350
3344,¿Por qué el mago estaba en la cárcel? ¡Porque fue sorprendido con las manos en la marmita mágica!,5351
3345,¿Qué hace un unicornio en un examen difícil? ¡Saca sus cuernas respuestas!,5352
3346,¿Por qué el dragón fue al psiquiatra? ¡Porque tenía complejos de fuego!,5353
3347,¿Cómo saludan las hadas? ¡Con un encantado de conocerte!,5354
3348,¿Por qué las brujas estudian biología? ¡Porque les encantan las pócimas de genética!,5355
3349,"¿Qué dice un gnomo a otro cuando están en una apuesta? ¡No te gnomes, ¡ganaré!",5356
3350,¿Cómo ordena un mago en un restaurante? ¡Con hechizo de menú!,5357
3351,¿Qué usa un unicornio cuando llueve? ¡Un arco iris-paragua!,5358
3352,¿Cuál es el deporte favorito de los dragones? ¡El alar-dos!,5359
3353,¿Qué hacen las sirenas en sus días libres? ¡Llaman a sus amigas por cochella!,5360
3354,¿Por qué los trolls no usan smartphones? ¡Porque siempre se quedan bajo la red!,5361
3355,¿Qué hace una ninfa en el centro comercial? ¡Busca las ofertas mágicas!,5362
3356,¿Por qué el mago llevó su varita al cine? ¡Para ver la magia de la peli!,5363
3357,¿Qué le dice un unicornio a otro cuando se encuentran? ¡Qué unicóincidencia verte aquí!,5364
3358,¿Cuál es el hobby favorito de los duendes? ¡Coleccionar hojas de trébol!,5365
3359,¿Qué hace un dragón en la panadería? ¡Compra pan ardiente!,5366
3360,¿Por qué las brujas prefieren las noches de luna llena? ¡Porque es cuando la magia brilla!,5367
3361,¿Qué hace un mago en el dentista? ¡Encantamientos para una sonrisa mágica!,5368
3362,¿Cómo se divierten los trolls en el puente? ¡Con cuentos de paso!,5369
3363,¿Qué le dice un hada madrina a la cenicienta por WhatsApp? ¡Abre este enlace mágica!,5370
3364,¿Cuál es el tipo de sándwich favorito de un unicornio? ¡El arcoiriswich!,5371
3365,¿Qué hace un dragón en la heladería? ¡Ordena un cono de fuego!,5372
3366,¿Por qué los magos no juegan al ajedrez? ¡Porque la reina siempre gana!,5373
3367,¿Qué hace una bruja en el gimnasio? ¡Bruja-ping!,5374
3368,¿Cómo se despiden las sirenas antes de un viaje? ¡Adiós-marisalud!,5375
3369,¿Por qué los duendes no ven televisión? ¡Porque prefieren la caja mágica!,5376
3370,"¿Qué le dijo el dragón a la princesa? ¡¡No más discursos, dame unos bombones!",5377
3371,¿Qué hace un unicornio en el cumpleaños de un niño? ¡Decora con su cuerno encantado!,5378
3372,¿Cuál es la bebida favorita de un elfo? ¡El tehadas!,5379
3373,¿Qué hace un mago en el supermercado? ¡Llenar su carrito de encantamientos!,5380
3374,¿Por qué el dragón fue a la escuela? ¡Para aprender a escupir fuego con estilo!,5381
3375,¿Qué hace una bruja en la peluquería? ¡Cortar su melena mágica!,5382
3376,¿Por qué los trolls aman ir de excursión? ¡Para vivir bajo las piedras!,5383
3377,¿Qué hace una sirena en Internet? ¡Navegar bajo el hielo!,5384
3378,¿Qué dice un unicornio al llegar a una fiesta? ¡Aquí llegué con todo el brillo!,5385
3379,¿Qué hace un dragón en el zoológico? ¡Buscar amigos para una fogata!,5386
3380,¿Por qué las hadas no usan paraguas? ¡Porque siempre están bajo techo encantado!,5387
3381,¿Cuál es la canción favorita de los elfos? ¡La magia está en el aire!,5388
3382,¿Qué hace un mago en su tiempo libre? ¡Leer grimorios y hechizos!,5389
3383,¿Qué le dice un dragón a la chimenea? ¡Eso sí que es encender la fiesta!,5390
3384,¿Por qué los trolls no tienen amigos en línea? ¡Porque siempre rompen la conexión!,5391
3385,¿Qué hace una bruja en la cocina? ¡Preparar pócimas deliciosas!,5392
3386,¿Qué le dice el hada madrina a su escoba? ¡Vuela alto y rápido!,5393
3387,¿Cómo se llama un unicornio que hace magia? ¡Unicoriganic!,5394
3388,¿Qué hace un dragón en una pizzería? ¡Pedir una pizza en llamas!,5395
3389,¿Por qué los magos no usan coches? ¡Porque siempre encuentran una varita más rápida!,5396
3390,¿Qué hace un duende en una fiesta? ¡Buscar secretos por todos los rincones!,5397
3391,¿Cómo se llama a un gnomo matemático? ¡Calcula-gnomo!,5398
3392,¿Qué le dice un unicornio a un arco iris? ¡Te veo en mis sueños!,5399
3393,¿Qué hace una bruja en una tienda de disfraces? ¡Buscar la pócima perfecta para lucir!,5400
3394,¿Por qué el dragón no usa auriculares? ¡Porque su fuego funde los cables!,5401
3395,¿Qué hace un mago medieval en el siglo XXI? ¡Encantar su smartphone!,5402
3396,¿Qué le dice un duende a una fuente? ¡Muestre su magia y déme un deseo!,5403
3397,¿Por qué las sirenas no usan zapatos? ¡Porque siempre están listas para el mar!,5404
3398,¿Qué hace un unicornio en la feria de libros? ¡Buscar los cuentos más brillantes!,5405
3399,¿Cuál es la comida favorita de los trolls? ¡Las hamburguesas a piedra!,5406
3400,¿Por qué los magos son buenos en matemáticas? ¡Porque siempre llevan la cuenta mágica!,5407
3401,"¿Qué hace un dragón en el gimnasio? ¡Mucho ""cardio-en-llamas""!",5408
3402,¿Cómo se despiden las hadas? ¡Hasta la próxima chispa!,5409
3403,¿Por qué los elfos aman la Navidad? ¡Porque pueden hacer magia con los regalos!,5410
3404,¿Qué hace un gnomo en el parque? ¡Jugar a las escondidas mágicas!,5411
3405,¿Qué le dice un unicornio a su reflejo? ¡Eres unicualmente perfecto!,5412
3406,¿Qué hace una bruja en una tienda de tecnología? ¡Busca los gadgets más encantadores!,5413
3407,¿Qué le dice un dragón a un bosque? ¡Nos vemos en las llamas!,5414
3408,¿Por qué los trolls no van a la escuela? ¡Porque prefieren aprender con piedras mágicas!,5415
3409,¿Qué hace una sirena en el desayuno? ¡Canta para almejar!,5416
3410,¿Cuál es el pasatiempo favorito de las hadas? ¡Repartir polvo mágico de alegría!,5417
3411,¿Qué le dice un elfo a un duende? ¡Qué buen sombrero de trébol tienes!,5418
3412,¿Por qué el mago lleva su varita al supermercado? ¡Para no hacer fila!,5419
3413,¿Qué hace un dragón en la playa? ¡Tomar el sol ardientemente!,5420
3414,¿Qué le dice una sirena a un delfín? ¡Vamos a cantar bajo el mar!,5421
3415,¿Qué hace un unicornio en una discoteca? ¡Brillar en la pista de baile!,5422
3416,¿Por qué los trolls no necesitan linternas? ¡Porque siempre ven en la oscuridad!,5423
3417,¿Qué hace un duende en un museo? ¡Buscar tesoros escondidos!,5424
3418,¿Por qué el dragón no necesita encender la barbacoa? ¡Porque ya viene con fuego!,5425
3419,¿Qué le dice una sirena a una estrella de mar? ¡Brilla por siempre amiga mía!,5426
3420,¿Cuál es el animal favorito de las hadas? ¡La mariposa encantada!,5427
3421,¿Qué hace un unicornio en una obra de arte? ¡Añade un toque mágico!,5428
3422,¿Por qué los magos siempre llevan sombrero? ¡Porque de ahí sacan sus mejores ideas!,5429
3423,¿Qué le dice el hada madrina a Cenicienta? ¡Vamos a hechizar la noche!,5430
3424,¿Qué hace Superman frente al ordenador? Supervisa.,5431
3425,¿Por qué Batman siempre está cansado? Porque siempre está en modo murciélago.,5432
3426,¿Qué superhéroe trabaja en la cocina? Súper Chef.,5433
3427,¿Cuál es el colmo de Spider-Man? Que le pongan los cuernos.,5434
3428,¿Por qué Iron Man no termina una maratón? Porque no deja de hacer pausas para recargarse.,5435
3429,¿Cómo se llama el superhéroe más desorganizado? Desastre Man.,5436
3430,¿Cuál es el superhéroe más eléctrico? Electrochoque Man.,5437
3431,Iron Man y Spider-Man quieren armar una banda. ¿Cómo se llaman? Heavy Metarácnidos.,5438
3432,¿Por qué Flash no puede tener secretos? Porque se los lleva el viento.,5439
3433,"¿Qué le dice Batman a Robin antes de subir al coche? ¡Sube, Robin!",5440
3434,¿Qué hace Hulk cuando entra a una biblioteca? Se convierte en 'Increídiblet'.,5441
3435,"¿Iron Man tiene acosadoras? Solo las ""chicas magnetismo"".",5442
3436,¿Dónde fue Thor para relajarse? A un spa-martillo.,5443
3437,¿Por qué Deadpool siempre gasta demasiado? Porque no puede resistirse a las ofertas sangrientas.,5444
3438,¿Qué hace Capitán América en la playa? Capitanea.,5445
3439,¿Cómo llama Batman a su hijo? Bat-eau.,5446
3440,¿Por qué Aquaman nunca llega tarde? Porque siempre navega a tiempo.,5447
3441,¿Dónde estudia Spider-Man? En la Red Universitaria.,5448
3442,¿Qué hace Wolverine en su tiempo libre? Se afila las garras.,5449
3443,¿Qué música le gusta a Thor? Rock-dial.,5450
3444,"¿Por qué Capitán América no va al gimnasio? Ya tiene el ""escudo"" perfecto.",5451
3445,¿Qué superhéroe siempre cuenta verdades a medias? Mitoman.,5452
3446,¿Por qué Star-Lord siempre tiene estrellas? Porque es un guardián de la galaxia.,5453
3447,¿Qué pasa cuando Hulk deja de enojarse? Se vuelve Des-hulk.,5454
3448,¿Cuál es el postre favorito de Spider-Man? Flanera de araña.,5455
3449,¿Qué usa Iron Man para hablar con otros superhéroes? ¡Hierro-fonos!,5456
3450,¿Quién lava la ropa de Superman? Superdetergente.,5457
3451,"¿Qué hace Black Panther en un safari? Se divierte ""claw-rriendo"".",5458
3452,¿Por qué Deadpool siempre lleva el chiste más allá? Porque tiene el humor regenerativo.,5459
3453,¿Por qué Ant-Man nunca te pisa? Porque siempre está viendo hacia abajo.,5460
3454,¿Qué usa Doctor Strange para abrir puertas mágicas? La llave mis-tíca.,5461
3455,¿Por qué Flash nunca necesita taxi? Porque siempre llega primero.,5462
3456,"¿Qué hace Capitán América cuando se resfría? Usa el ""escudo"" de anticuerpos.",5463
3457,"¿Cómo cuida Thor sus martillos? Con cariño ""divino"".",5464
3458,¿Qué hace Spider-Man los fines de semana? ¡Teje su la-red!,5465
3459,¿Cuál es el hobby de Batman? Coleccionar murciélagos.,5466
3460,¿Qué hace Iron Man antes de una carrera? ¡Hierro-calentamiento!,5467
3461,"¿Qué le pasa a Black Widow en invierno? Se pone ""viuda-oca"".",5468
3462,"¿Cómo reacciona Hulk en el dolor de muelas? Con un gruñido ""dental"".",5469
3463,"¿Por qué Flash siempre come rápido? Porque está ""hambriento-relámpago"".",5470
3464,¿Qué hace Lois Lane cuando Superman aparece? ¡Super-sorpresa!,5471
3465,¿Cómo celebra Aquaman su cumpleaños? Con una fiesta subacuática.,5472
3466,¿Qué le dice Wonder Woman al espejo? ¡No me 'wonder' nada!,5473
3467,¿Adónde va Thor de vacaciones? A Martillandia.,5474
3468,¿Qué hace Spider-Man en internet? Navegar con Red-Explorer.,5475
3469,¿Qué hace Batman cuando está triste? Compone bat-melodías.,5476
3470,"¿Por qué Wolverine no puede ser peluquero? Porque siempre ""afila"" más de la cuenta.",5477
3471,¿Qué hace Hulk en una tienda de ropa? Hulk-pruebas.,5478
3472,¿Qué pasa cuando Flash va al supermercado? No necesitan cajas rápidas.,5479
3473,¿Cómo se llama la superheroína aprendiz? Súper chiquitita.,5480
3474,¿Qué instrumento toca Black Canary? Can-tar.,5481
3475,¿Qué hace Iron Man en su jardín? Hierro-arbolado.,5482
3476,¿Dónde se esconde Batman del frío? En su bat-iguana.,5483
3477,¿Qué superhéroe siempre olvida todo? Amné-Man.,5484
3478,"¿Qué le pasa a Deadpool cuando ve una espada? Se emociona ""a re-banadas"".",5485
3479,¿Dónde vive Thor en el invierno? En el marti-laje.,5486
3480,¿Qué hace Capitán América en la zapatería? Consigue escudos-plantillas.,5487
3481,¿Por qué Spider-Man tiene éxito en el circo? Gracias a su número de trapecio.,5488
3482,¿Cómo se llama la superheroína más ecológica? Recicla-Woman.,5489
3483,¿Qué lleva Superman cuando hace frío? Una super-chamarra.,5490
3484,¿Qué hace Hulk en una subasta? Puja-muros.,5491
3485,¿Cuál es el superhéroe más musical? Super-Sonoro.,5492
3486,¿Por qué Flash no puede esconder secretos? Porque siempre los revela en un abrir y cerrar de ojos.,5493
3487,¿Qué hace Iron Man en el gimnasio? Hierro-pesas.,5494
3488,¿Cuál es el colmo de Aquaman? Que le tengan miedo al agua.,5495
3489,¿A dónde va Capitán América a relajarse? A un refri-escudo.,5496
3490,¿Qué superhéroe trabaja con números? Mathe-Man.,5497
3491,¿Qué hace Batman cuando llega tarde? Vuela a tiempo.,5498
3492,"¿Qué le pasa a Hulk en primavera? Se vuelve verde ""florido"".",5499
