Chistes,id
"-Disculpa,¿quieres bailar?- ¿Cuándo has visto tú un manjar en la boca de un marrano?- ¡Mira yo te pedí que bailaramos, no que me la mamaras!",3547
"- ¡¡Mamá, mamá, en el cole me dicen gorda!!. - Anda, deja de decir tonterías y ayúdame a doblar tus bragas.",3548
¿Cómo mantienes a un tonto ocupado? (Lee abajo) ¿Cómo mantienes a un tonto ocupado? (Lee arriba).,3549
"- Mamá, ya no quiero más espaguetis de estos rojos y azules. - ¡¡Cállate o te arranco las venas del otro brazo!!.",3550
"- ¡¡Pepe, bésame en los labios!!. - No, que cierras las piernas y me rompes las gafas.",3551
"- Mamá, mamá, ¿por qué estamos empujando el coche hacia este barranco? - ¡Cállate, que vas a despertar a tu padre!.",3552
"- Mamá, mamá, ¿y por qué tenemos que comer hamburguesa? - ¡Cállate y no saques la mano del triturador!.",3553
"Una mujer entra a toda prisa en una tienda - ¡Deme una ratonera! ¡Rápido, que quiero coger el autobús! - Hombre !Tan grandes no las tenemos!",3554
"Era un hombre tan vago, que cuando se murió sus amigos pusieron la siguiente inscripción en su tumba: “Aquí continúa descansando…”",3555
Una pareja por la calle y aparece un secuestrador que le dice a la mujer: ¡Deme la cartera o la degollo! Y dice la mujer: ¡Goyo!¡La cartera!,3556
"¡Mamá, mamá, en el colegio me estaban pegando una paliza! ¿Y te has vengado, hijo? ¡Hombre! ¡Si no me vengo, me matan!",3557
"Era una señora tan gorda, pero tan gorda, que cuando salía en la televisión, salía en todos los canales.",3558
¿Por qué esta triste el cuaderno de matemáticas?   - Porque tiene muchos problemas.,3559
"Había un hombre con tan mala suerte, pero con tan mala suerte, que se lanzó al vació y estaba lleno.",3560
"Un calvo en un estadio de fútbol dice: Son 6 árbitros, 22 jugadores, 45622 espectadores, y esta maldita paloma me viene a cagar a mí.",3561
"- Hola, ¿esta el doctor mata? - Si, ¿que desea? - Anular una cita.",3562
¿Que le dijo un pedo a otro? - Pedo un gran abismo nos separa.,3563
"Una vez, caperucita roja se caso con el príncipe azul, y tuvieron un hijo violeta",3564
"—¡Oh! —¡Ah! —¡Oh! —¡Aaaah! —¡Oh! —¡Aah! —Cariño, me voy a correr. —Vale, pero quita el tenis. No vuelvas tarde.",3565
"Un soldado llama a su capitán y le dice: - Capitán, capitán, hemos perdido la guerra. - Pues búsquela.",3566
¿Que hace la vaca cuando sale el sol? - Hace sombra.,3567
"-¡Jaimito!,¡Copiaste el examen de Juanito! -No es cierto, maestra. -No me mientas. Donde Juanito escribió no sé tu escribiste yo tampoco",3568
"-Doctor, doctor, tengo un testiculo de hierro y uno de madera.  -Y usted tiene hijos?  -Si, robocop y pinocho.",3569
"Ver que un leproso se rie de ti, acercarte a él, cogerle de las mejillas, estirar y decirle: me he quedado con tu cara.",3570
"He visto a un hombre gritando en la playa: ""Ayuda, tiburón, ayuda"". Me eché unas risas porque sabía que el tiburón no iba a ayudarle.",3571
"¡Pepe, Pepe, despierta!  ¿¡Qué!? ¿Qué quieres?  ¡Que se te han olvidado las pastillas para dormir!",3572
"Oye, ¿Qué es peor, la ignorancia o el desinterés? Ni lo sé, ni me importa.",3573
"Niños, hoy día vamos a estudiar educación sexual. Y una alumna dice: Profesora, ¿podemos ir a recreo las que estamos embarazadas?",3574
"Oiga señor, estoy enamorado de su hija y no es por el dinero. ¡Ah! ¿De cuál de las cuatro? Ah no, de cualquiera, cualquiera.",3575
¿Qué le dice el 3 al 30? Para ser como yo tienes que ser sincero.,3576
"¡Mamá, mamá, en la escuela me dicen peludo! ¡Manolo, corre que el perro habla!",3577
"Oye Patxi, ¿te has dado cuenta que estamos dialogando pudiendo resolver esto a hostias?",3578
¿Cuál es el colmo de un sordo? Que al morir le dediquen un minuto de silencio.,3579
"En la escuela, la maestra dice: A ver Luis, ¿cómo te imaginas la escuela ideal? ¡Cerrada, maestra!",3580
- ¡Mamá! ¡Mamá! En el colegio me llaman friki. - ¿Y tú que haces? - Me quito dos puntos de carisma.,3581
"En un barco un español y un inglés. El inglés se cae y grita: ¡Help! ¡Help! Entonces dice el español: Gel no tengo, pero si quieres shampoo",3582
"- Oye Patxi, ¿tiramos piedras al mar pa pasar el rato? - No Iñaki, que luego los ingleses se quejan.",3583
"Letrero en un bar: ´Si bebe usted para olvidar, por favor pague por adelantado´.",3584
"-Hija, ¿A dónde vas tan maquillada? +A casa de mi novio, a follármelo. -¡NO ME MIENTAS PUTA CANI, tu vas al baño a hacerte fotos pal tuenti!",3585
"octor, doctor, cuando tomo café no duermo. Que curioso, a mí me pasa justo lo contrario, cuando duermo, no tomo café.",3586
"- ¿Tu mujer chilla mucho al hacer el amor? - Coño si chilla, ¡la oigo desde el bar!",3587
¿Qué es un punto con una capa? Un PowerPoint,3588
"Era una mujer tan pequeñita, tan pequeñita, que en vez de dar a luz daba chispita.",3589
"- ¡Mira, una piedra preciosa! - ¡Pero si es un ladrillo! - Sí, pero a mi me gusta",3590
"¿Mamá, la estufa tiene dientes? No, hijo. Entonces, el abuelo se prendió fuego.",3591
"¿Cuál es la diferencia entre una moto y un inodoro? Que en la moto te sientas para correr, y en el inodoro corres para sentarte.",3592
"- Batman: Robin, ya va siendo hora de que te de mi bat-móvil - Robin: Por fin! - Batman: A ver, apunta: 675...",3593
"¿Me da una habitación con baño? Le damos la habitación, pero el baño se lo tiene que dar usted.",3594
Había más tensión que en el bautizo de un Gremlin,3595
¿Qué le dice una impresora a otra? ¿Esta hoja es tuya o es impresión mía?,3596
"Llega el esposo a su casa: ¡TOC! ¡TOC! ¿Quien es? Soy el hombre que te hace feliz en la cama. Pase vecino, está abierto.",3597
"Papá, papá... ¿qué se siente al tener un hijo tan guapo? - Pues no sé hijo, pregúntale a tu abuelo.",3598
"¿Qué le dice un ordenador grande a otro pequeño? - ¿Y tu tan pequeño y ya ""com-putas""?",3599
¿Por qué un jorobado no estudia Leyes? Porque no puede estudiar derecho.,3600
Va un caracol y derrapa.,3601
"- Buenas, ¿tienen alpargatas? - Muy buenas. - Muy buenas, ¿tienen alpargatas?",3602
¿Qué le dijo el café al azúcar? Sin ti mi vida sería amarga.,3603
"¡Hijo mio, te frio un huevo! ¿Mama, te pincho una teta?",3604
"Le dice un pene a otro: -¿Te vienes al Cine? -¿Que penicula ponen? -Una porno. -Entonces no, paso de estar toda la película de pie.",3605
Dos amigos charlando: - Ah! Cabrón! Te mataba! Eres más feo que yo! - Más feo que tú??? ...MATAME!!! MATAME!!!,3606
- De que color es un chino si lo agarras por los cojones? -Amarillo chillón,3607
"Papa, papa, mama se quiere tirar por la ventana - pues dile a tu madre que le he puesto los cuernos, no alas",3608
"Un hombre va a ver a un adivino, llega a la puerta y llama TOC TOC, y se oye ¿QUIEN ES?. y dice el hombre pues vaya mierda de adivino",3609
Va un hombre a una peluqueria y le dice el jefe:     -Te corto las patillas.     -¿Y como quieres que ande con los cojoncillos?,3610
Dos colegas hablando: ¡¡Mira Manolo una mujer con bigote!! Calla hijo puta que es mi madre Joder que bien le queda tio,3611
"Doctor, Doctor, vengo a que me reconozca. Pues ahora mismo no caigo.",3612
"-Cielo, mi ginecologo me ha dicho que no puedo hacer el amor durante un mes... -¿Y el dentista qué te ha dicho?",3613
"- ¿Estas durmiendo? -No, estaba mirandome los parpados por dentro",3614
¿Por que las monjas no usan sandalias?-Porque ellas son mas devotas,3615
"lega corriendo Montserrat a su casa: - Mama, mama, es verdad que soy huérfana...?",3616
"Era un señor tan tonto, tan tonto, que se cortó una oreja porque decía que la tenía repetida.",3617
"Pancracio, te pasa algo. - Es que por poco atropello a mi suegra. ¿Te fallaron los frenos? - ¡No, no, el acelerador",3618
¿Qué es lo peor que puede pasarle a un perdedor? Que su esposa se llame Victoria.,3619
"Había una vez tipo tan, pero tan viejo, que en lugar de espermatozoides tenía espermatozauros.",3620
"Le dice un espermatozoide a otro: - Oye tío, ¿sabes si falta mucho para llegar al ovario? -Una barbaridad. ¡Todavía vamos por la garganta!",3621
"-Oye tu esas dos de ahí ¿son follasteras? -No, ¡que va! son coñocidas.",3622
Cuál es la diferencia entre el amante y el esposo? 30 minutos,3623
¿Qué es una gamba tirando piedras? es una gamberra,3624
"¿Quien es mayor, el sol o la luna? La luna porque la dejan salir de noche",3625
"Creo que estoy demasiado borracho, estoy viendo doble... No hombre es que somos gemelos ¿¿Los cuatro??",3626
El Antonio tiene que estar borracho. Ha vendido la Giralda por 2 euros ¿Que dices illo? Eso es un disparate Te lo jurp se la he comprado yo,3627
¿Por que los de lepe ponen cebollas en la carretera? - Por que son buenas para la circulación,3628
Sabes porque los de lepe ponen ponen la television en el congelador? - Para congelar la imagen,3629
¿Por qué los de lepe ponen un condón en la ventana? - Para que no entre polvo,3630
"-¿Y tu cómo te llamas? - Pepedro totorres. - ¿Eres tartamudo, hijo? - No, el tartamudo era mi padre, y el del registro se creía muy gracioso",3631
Un señor le dice a otro: -¿Ha aprendido tu niña ha andar ya?  -Si. Lleva tres meses andando.  -Pues si que estará lejos,3632
"Están dos tomates en una nevera y uno: -Que frío hace, hermano  Y el otro grita aterrado: -¡Aaahhh!, ¡un tomate que habla!",3633
"A mi hijo le llamaré Precaución. Ya me dará las gracias cuando digan en clase: ""Hay que follar con precaución"".",3634
"Cada 5 minutos atropellan a un hombre en Barcelona, ¡Imagínate como está el pobre hombre!",3635
"+¿Famidia Gutiédez?-Aqui+Tengo una mada noticia,el paciente a fadecido-No me jodas..+No,ni mejoda ni mejodada,sa muedto",3636
¿Por que los hijos pequeños de Superman no se peleean? Porque son ''supermansitos'',3637
¿Cual es el colmo de un ciego? Llamarse Casimiro Miraflores y vivir en Bellavista el el novenobe,3638
¿Cual es el colmo de un jardinero? Que su mujer se llame Rosa y lo deje plantado,3639
"Jaimito, ¿Por qué no trajiste tus tareas? Porque usted señorita, dio tareas para la casa y yo vivo un piso",3640
"¿De que color le compra un sordo las bragas a su novia? -De color transparente, para poder leerle los labios",3641
"¿Sabes que hora es? Si, si lo se Gracias",3642
¿En que se diferencian un arbol y un borracho? En que el arbol empieza en el suelo y termina en la copa y el borracho al reves,3643
"Hoy me he encontrado a tu marido por la calle pero el no me ha visto Sisi, ya me lo ha dicho",3644
"Ah ¿Tu tambien vas al gimnasio? Si, todos los dias Pues que bien lo disimulas!!",3645
¿Que es lo primero que hace un gato cuando se cae al agua? Se moja,3646
¿Que clase de perro es? Es un perro policia Pues no lo parece Es que es de la policia secreta,3647
Mi hijo tiene cuatro meses y ya sabe andar A esa edad mi nieto tambien sabia andar pero era muy listo y preferia que lo llevasen en brazos,3648
¿Que es lo primero que necesita un camion para poder arrancar? Estar parado,3649
"-Disculpe le he pedido un Kleenex, no un periódico. +Es que el mundo es un pañuelo",3650
"-VanEh tiA quE haY un RadaR a 50 mEtros. +OsTras TronCa eS verDa, ¡¡¡JENNY ACELERAAAAA FOTOOO TUENTIIIII!!!",3651
-Te dejo. +¿Por qué? -Eres muy celoso. +Eso no es verdad. -El otro día me tocó una hoja y prendiste fuego al árbol. +Te amo. -Que no.,3652
"-Entonces Jesús dijo ""ELECTRO LATINOOOOOOOOOOOO"" +ESO NO LO DIJO JESÚS. -¿Tú estabas allí? +No. -Pues te callas.",3653
"-Cojo otro millón, lo tiro por el retrete, y ya son 1.000 millones que el retrete se ha tragado. +MARIANO, ¿PERO QUÉ ESTAS HACIENDO?",3654
No me gusta lo blanco del huevo. +¿Clara? -¿Heidi? +¡Cuánto tiempo! ¿Cómo andas? -Todo va sobre ruedas,3655
"-¡ME CAGO EN DIOS, JUDAS! ¡SÁCAME DE AQUÍ QUE ESTA BROMA NO TIENE GRACIA! -JAJAJA ¡Calla, luego diremos que has resucitado! -¡QUE ME SAQUES!",3656
"- Marisa, ¿tu madre hace beatbox? - No. - Pues entonces creo que se ha atragantado con el pollo.",3657
–Yo por ti bajaría la luna. –Puedes bajar la tapa del váter. –Tampoco te flipes.,3658
- Pagará 500 euros de multa por saltarse un stop. ¿Algo que alegar? - Comía Pringles - ¿Y? - Que cuando haces pop ya no hay stop.,3659
"—Han expulsado a mi hijo del colegio por pasar de todo. —¿Era muy rebelde? —No, era camello.",3660
¿Follamos? —Tengo herpes. —Yo er FIFA.,3661
—Bajo a por tabaco. —¿Y esa maleta? —Bajo a por mucho tabaco.,3662
"-Soy técnico en organización de la distribución de espacio para vehículos motorizados. -Tío, eres un aparcacoches. -Simplificas por envidia.",3663
"-Su crío me ha pisado. -Vaya,¿Qué dice papá cuando hace algo malo?  -Soy un mierda, no me dejes, por favor. -No. Lo otro.  -Perdón. -Eso.",3664
"—Eva, has engordado demasiado desde que estamos juntos.  —¿Y que vas a hacer, Adán? ¿Irte con otra? JAJAJAJA.  —Qué hija de puta...",3665
"-Doctor, ¿es grave? -¿Cómo se llama a la parte interior de la mano? -¿La palma? -Pues eso...",3666
"-Oiga,su currículum está en blanco. -Quiero que seas tú quien escriba las primeras líneas de nuestra historia. -Precioso, el puesto es suyo.",3667
"-Y moriré y a los tres días volveré de entre los muertos. -Venga Jesús,dame las llaves que no vas bien. -Os quiero mogollón, hijos de puta.",3668
"—¿Y dice usted que electrocutó a su suegra por que ella se lo pidió? —Si,me dijo ""que me ahogo,échame un cable"".Jajaja como gritaba la foca.",3669
"—No entiendo porque no ligo con nadie. —¿Has probado en afeitarte el bigote? —Uy, pues no. —Así empezamos mal, Maria.",3670
"—¿Follamos? —No, tengo la regla. —Que dices, Pepe. —¿A que jode?",3671
- ¿Por qué se rompió lo nuestro? ¿Por el inexorable paso del tiempo? ¿La rutina? - Igual porque te follaste a todo lo que se movía. - Igual.,3672
—¡Salvaré el mundo! —¿Vas de heroína? —Hasta el puto culo.,3673
"-Caracol-col-col, saca los cuernos al sol. -Manolo, sólo te he dicho que si te apetece ir a la playa ¿no me vas a perdonar nunca? -¡Muuuuuu!",3674
- Bien - ¿Que tal tus clases de anticipación?,3675
—El secreto para que una relación funcione es la sinceridad. —¿A ti te parece guapa mi amiga Mar? —¿La de las tetas grandes?Ni me he fijado.,3676
"¿Entonces ""halitosis"" no es ninguna figura retórica? —Que no me hables tan cerca, joder.",3677
Porque la Torre de Pisa está inclinada?¡Porque tuvo más reflejos que las Torres Gemelas!,3678
"-Jaimito, ¿quien fue Juana de Arco? -Una drogadicta maestra - ¿De donde sacas eso? -El libro dice que murió por heroína",3679
"-¿Por qué mezclas sal y azúcar? +No me di cuenta. -Cuenta. +1,2,3,4. -¿Y el cinco? +Por el culo te -¡No lo digas! +Gas. -¿Natural? +Operada",3680
"¡Dije que en mis vacaciones cogieras el correo y regaras las plantas! —Entendí que me follara a tu mujer. —Ah, pues no me explicaría bien.",3681
"-Cari, y esa ultima conexion de ayer a las 5:23 cuando me diste las buenas noches a las 23:45 y no ibas a salir??  -Nada, es una canción.",3682
"—¡Mierda, un Snorlax! ¡PIKACHU TE ELIJO A TI!   —¡PACO, DEJA DE LANZARLE EL HÁMSTER A MI MADRE!",3683
"—Papá ¿qué es un final feliz? —Cuando en el cuento, tras una trama dramática, las cosas acaban bien para los protagonistas. —¿Y un completo?",3684
"—Mira, mamá, soy un caracol. —Deja de arrastrar el chocho por el suelo, so cerda.",3685
- Te amo. - Yo a ti tambien. - No mientas. - Has empezado tu.,3686
"-Te recomiendo 5 manzanas diarias para bajar de peso...-¿Rojas o amarillas? -Corriendo hermano, corriendo",3687
"-Guardia civil, esto es un control de alcoholemia. -¿Quién tiene el record de esto? -¿Cómo? -Apunta que lo vas a flipar, lechugita.",3688
"-Es nuestra canción, ¿la recuerdas? Bailemos. +Manolo, va volver a comprar contigo tu madre. -Mercadoooona, Mercadooona. ¡Vamos todos!",3689
"-Acusado de intento de homicidio, ¿algo qué alegar?  -¿Cómo que intento? ¡¡NO JODAS QUE NO SE HA MUERTO!!",3690
"-¡Ataquemos a ese gigante, Sancho! -Mi señor, no es un gigante sino un molino. -¡Po tríncame el pepino! -¿Cómo? -Esa no te la esperabas ¿eh?",3691
¿Dónde va una chica tan guapa como tu corriendo tanto? —¡QUE ME DEJES DE SEGUIR!,3692
"-También me gustaría destacar mi seriedad como trabajador.  -No lleva usted pantalones.  -Ya, pero mire que calzoncillos cuquis.",3693
"—Un gintonic, por favor. —¿Le pongo pepino, caballero? —Desde el instante en el que entré al bar, señorita.",3694
"—Judas, he quitado tu móvil y he puesto a cargar el mío. —Tú sigue Jesús, tú sigue",3695
"—Al mirar tus ojos, no puedo evitar evocar la belleza de los mares del sur y ahogarme en ellos. —Estás mirándome las tetas. —Son las boyas.",3696
"—Cuenta con mi hacha. —Y con mi espada. —Y con mi arco. —Y con mi café in the Plaza Mayor. —No, Ana Botella, tú no vienes.",3697
"—¿Estás enfadado conmigo? —No, ¿por qué? —Me estás clavando un cuchillo. —Bueno, a lo mejor un poco sí.",3698
-Dime tu nombre y te haré reina en un jardín de rosas. -Manolo.,3699
"-Papá, hoy me habló una mujer - ¿Si? ¿Y qué te dijo? -La base de datos de virus ha sido actualizada",3700
"— Cómo sube esto, eh — JAJA ya ves... Me está entrando un mareo... — Es importado de Holanda — Se nota, allí son expertos en ascensores",3701
—He andado mil desiertos para verte… —No hay tantos. —He cruzado a nado el Mediterr… —¡No sabes nadar! —QUE TE QUIERO. —A mí no me grites.,3702
"-Cariño, ¿estás pensando lo mismo que yo? +Creo que sí. -Vale, digámoslo a la vez. +¡Te quiero! -¡Magikarp es un pokemon infravalorado!",3703
"Si pones ""xD"" al final de la frase suavizas el significado.  Ejemplo: Cari, me he follado a tu hermana xD",3704
"Papá, ¿qué es una araña?  +Un ser depredador y venenoso que paraliza a sus presas y se dedica a tejer  -¿Como la abuela?  +Con más patas...",3705
"-Y antes de declararlos marido y mujer,el novio quiere leer sus votos. -17 a favor, 56 en contra y 12 ""yo me la he follao también"". Proceda.",3706
"Después del 11-S dar de comer a un niño con la técnica ""del avión"" se considera apología del terrorismo.",3707
"–Qué silencio. Jeje, ha pasado un ángel. –Seh… –¿María, qué haces fumando un cigarrillo? –Cosas mías, José, cosas mías…",3708
"—Simba, ¿ves todo aquello que baña la luz del sol? —Si, padre. —Mira más al horizonte, Simba. —¿Aquello de allí? —Allí he tenío que aparcar.",3709
"Entre amigas:-Anoche tenia la vagina como una nevera! -¿Fria? -No con chorizo, lengua, huevos y mucha leche.",3710
"-Pedro, dime una propiedad de las enzimas.  -No están debajo.  -Abandona el aula.",3711
"—¿Lobezno? —¿Que zi veo el qué? —¡CORTEN!... ¡Por decimotercera vez, deja de hacer la broma ya y cíñete al guión joder! —xdd",3712
—¿De qué trabajas? —Cazo dragones. —Pero si eso ni existe. —¿Alguna vez has visto uno? —No. —De nada.,3713
"— Benji, que he perdido el cara o cruz, que te cambies de portería.    — Oliver, me cago en tus muertos.",3714
"— Cari, toma, una pastilla.  — Pero si no me duele nada.   — ¡JAJAJA! te pillé , hoy follamos!.",3715
"—¿Qué culpa tengo yo de que me gusta comer pan con todo. —Manolo, joder, que luego me pego dos días meando miguitas.",3716
"- Oye guapa, ¿te gustan los barcos? - Sí. - Pues mira que mástil. - ¡Policía!",3717
Lo llaman “Clearblue” porque “A pelo nos gusta más” no era comercial.,3718
—¿De qué trabajas? —Cazo dragones. —Pero si eso ni existe. —¿Alguna vez has visto uno? —No. —De nada,3719
"-Papá, ¿qué es una araña?  +Un ser depredador y venenoso que paraliza a sus presas y se dedica a tejer  -¿Como la abuela?  +Con más patas...",3720
"Se me ha aparecido la virgen cagando. Cagando yo, no la virgen, ella estaba como flotando.",3721
"—¿A qué piso va? —Al cuarto. —¿Seguro? ¿No quiere cambiar? —Qué caramba, hemos venido a jugar. ¡Al séptimo!",3722
"Llega un pelirrojo a confesarse y le dice el cura.  Cura: ¿Pecas, hijo mío? Pelirrojo: Hasta en la polla, Padre",3723
"–tío, se ha muerto juan el mecánico   –no jodas!! qué tenía??  –un taller",3724
"-…Y por 90.000€, ¿qué actriz porno rusa fue nombrada MILF revelación en 1976? -Cariño, nos plantamos verdad? -SVETLANA RAŽNATOVIĆ -CARIÑO?",3725
¿Cómo se despiden los químicos? -Ácido un gusto,3726
- ¿Con qué frecuencia hace chistes químicos? - Periódicamente.,3727
—¿Tú te masturbas de forma regular? --Yo me masturbo de puta madre.,3728
"-Soldado, ayer no lo vi en la prueba de camuflaje.   -¡Gracias, mi sargento!",3729
Que le dice una impresora a otra?  Esa hoja es tuya o es impresión mia,3730
"-Lo más importante en esta terapia de grupo es el respeto a..  -¿Podría poner el aire?  -Vaya, ¿Qué os parece? El puto gordo tiene calor",3731
"—Papá. —Dime, hijo. —¿Qué es dudar? —A ver, tú a quién quieres más ¿a papá o a mamá? —A mamá. —Pues que te lo explique ella, gilipollas.",3732
-¿Tu follas poco no? -Ojalá.,3733
- Cómo te fue en la operación de oído? - Sí.,3734
"—¿Me...Me has afeitado las cejas mientras dormía, papá? —Sí. Y no pareces sorprendido.",3735
"—Robin Hood,¿Qué te pasa? —Robar a los ricos... No sé.¿No estaremos desincentivando el motor de la economía? —Te estás aburguesando, cabrón.",3736
"—Camarero, ¿me puede hacer un poco más el filete?  —""Oh, soy un filete"".  —Bravo",3737
"- Doctor, cómo está mi marido? - Lo hemos perdido. - No diga tonterías, si le veo los pies por debajo de la sábana.",3738
Es muy sospechoso que Miss Universo siempre lo gane alguien de la Tierra.,3739
—He cabalgado toda la noche sin descanso ni respiro. —¿Para estar conmigo? —Para huir de ti. —¿Y que haces aquí? —Me oriento como el culo.,3740
"-Y cuando ya estábamos en pelotas, va la tía y me saca un libro de la revolución católica!  -De Lutero?  -No seas bruto coño, de un cajón!",3741
-Me encanta ese póster de Interviú que tienes enmarcado en el pasillo.  -Son mi madre y mis tías el día de mi comunión  -Que jodidos los 80..,3742
-Soy el genio de la lámpara ¡Te concedo tres deseos!  -Quiero 3 ñus  -¡Concedido! Te quedan dos...  -¿Me has matado un ñu?,3743
-No me entran los vaqueros. -Ni los indios... con lo fea que eres...,3744
"-¿Es hombre o mujer?¿lleva sombrero?¿tiene bigote?¿es rubio?¿gafas? -Manolo, tienes que ir a buscar al niño al cole más a menudo.",3745
"-Hola, quería apuntarme en la escuela oficial de idiomas -¿Primer Apellido? -Pacheco -No sea ansioso, déme el apellido y luego elige idioma.",3746
"-Somos los 5 jinetes del Apocalipsis -¿5? -Hambre, Peste, Muerte, Guerra y Cuqui -¿Cuqui? -Es mi hermano el rarito. Mamá me obliga a traerlo",3747
"-¿Camarero, cuando pueda, me trae una servilleta? -Ha habido una explosión en la cocina, hay víctimas -Soy consciente; he dicho CUANDO PUEDA",3748
—Llevo 15 años viniendo diariamente a reflexionar a este lago. —¿Y a qué conclusión has llegado? —A que es un pantano.,3749
"—¿A que piso va? —Ay no sé. Al segundo ¡No no, al tercero! —No se ponga nerviosa ¿Está segura? ¿No se quiere plantar? —Sí, he venido a jugar",3750
Querido cuerpo: no preveo una glaciación en breve. Puedes dejar de acumular grasa en la barriga si quieres.,3751
" ¿Sabe usted sumar? - Sí, claro, el Mediterraneo.",3752
"—Qué cabezona eres, María. —Rosa. —Y dale.",3753
"-Tenemos un 41 en la esquina de Madison con la 53. -¿Robo con rehén? -No, unos tacones monísimos y de mi talla. -De verdad, me agotas.",3754
Acaban de arrestar al peluquero de mi barrio por vender drogas... llevo siendo cliente de él más de 5 años y me acabo de enterar de que era peluquero,3755
"—Dice que sabe de historia del arte. —Soy un experto. —¿Qué opina del Renacimiento? —Que es imposible, si te mueres, te mueres.",3756
-Tiene usted el síndrome de la boca de payaso. -¡Echo no puede cher!,3757
"No confíes en nadie porque, cuando menos te lo esperas, maricón el que lo lea",3758
"-¿Cuanto lleváis casados?  -18 años  -Que bonito, he visto que todavía cierras los ojos al besarla  -Es que de cerca me da miedo",3759
"—Camarero, pon una de calamares a la rumana. —Perdón, señor, será a la romana. —Irina, cariño, dile al gilipollas éste de dónde eres.",3760
—Le parecerá bonito. —Sí. —Pues es atún. —Vaya.,3761
-¿Metiste las cervezas en la nevera? -¿No las ibas a meter tú?  (Apocalipsis 5:2-6),3762
-Le he llamado porque su hijo se porta muy mal en el colegio. -También en casa y no le llamo a usted.,3763
"—El quarterback se lesionó.   —Puedo salir yo.   —Jimmy,eres tetrapléjico.   —Con un gran corazón.   —Entonces sal ahí y cómetelos,muchacho",3764
"-Podríamos tener otro hijo -Sí, a mí tampoco me gusta el que tenemos.",3765
"-Profe, me he ido en medio del examen, porque no sabía el elemento con símbolo ""K"". -Potasio. -Pomeido.",3766
- ¿Ha consumido usted drogas? - No señor Minotauro.,3767
—Floristería: La cantidad de agua ya te la pide la planta.  —Yo: Vale.  —La planta:,3768
—Y este es el sillón en el que me siento a menospreciar. —Parece cómodo. —Qué sabrás tú.,3769
"Seguro que el bebé es mio? -Cariño, ya discutimos esto cuando creíste escuchar que decía Papi butano -SE ECHA EL BIBERÓN AL HOMBRO MATILDE!",3770
¿De que te vas a disfrazar? - De demagogo. -¿Y como es eso?  - Pu pues co con u una va varita y y un so sombrero de de co copa.,3771
"— Papá, ¿qué es el laicismo? — ¿Recuerdas cuando fuimos con unos amigos a comer paella? — Si — Pues la paella laicismo tu madre y yo juntos",3772
"Mi abuela en el banco: - Quiero sacar 50€ - En ventanilla mínimo 200€,si quiere menos tiene que usar el cajero - Es que no sé - Pues venga otro día y un compañero le enseña - Bueno, deme 200 - Ahí tiene, ¿alguna otra operación? - Sí, quiero ingresar 150€ *GAFAS DE THUG LIFE*",3773
-Cuenta con mi espada! +Y con mi hacha! ×Y con mi arco! ~Y con mi lanza! Y con mi chancla! -Mamá por favor!,3774
"¿Es este el pub donde se ponen motes de frutos secos?  Si claro, pasa.",3775
"-Hola, guapa, ¿estudias o trabajas? -Trabajo. -¿No buscarán gente en tu empresa?",3776
"—¿Cómo te reconoceré? —Si quieres le digo a mamá que me vaya a recoger ella al colegio, papá. —Sí, mejor.",3777
"- Martínez, esta semana ha venido cinco veces tarde. ¿Sabe que quiere decir esto? - Sí, jefe, que hoy es viernes.",3778
-te sabes el chiste del tren? -no -suele pasar,3779
"— ¿Papá, qué signfica ""el día D a la hora H""? — El domingo a las honce. — Gracias papi. — Enga.",3780
-Soy el exorcista.  -Gracias que ha venido. Mi hija está poseída por el ritmo ragatanga y la baila. -¿Y la goza? -Y la canta. -Es grave.,3781
Va un barco al muelle y rebota,3782
"- Papá, cuando ves a una chica guapa, ¿En qué te fijas primero?  - En qué tu madre no me vea",3783
"- Cómo murió? - Lo golpearon con un violín, una guitarra y un bajo - Mmm... Todo concuerda...",3784
"+¡LA FRUTERÍA ESTÁ ARDIENDO! ¡TODOS FUERA! -Yo no salgo +¡DEJE ESA BALANZA Y SALGA! -No, me quedo a pesar de todo",3785
"- Papá, ¿qué es el ayuno y por qué debo pasar hambre? - ¿Ves ese sándwich de Nocilla? - Sí. - Pues has de pasar hambre, hijo, porque sólo ayuno y es para mí.",3786
"-Bien, veamos dónde esta el origen del problema. - De pequeño mi madre me insultaba y una vez la vi follando con el cartero. -De la lavadora. -Oh.",3787
"-Mira, tío, una impresora escáner por 9,99€.  -Impresionante.  -Y escaneante.",3788
"+ Carmen, ya llevamos una hora en el cine y todavía no me has hecho ni una paja - Pero si acabo de hacerte una + ¿A mí?",3789
"-Qué bien huele el marisco. +¿Lo percebes? -Sí, como si lo vieira",3790
"-En su currículum dice usted que su defecto es la sinceridad.  -Así es.  -Eso no es defecto, es una virtud.  -Me suda el coño lo que usted piense",3791
"- Papá, he suspendido Anatomía. + ¿Por qué, hijo? - Por lo visto, el ligamento no es el arte de ligar, como tú me has dicho. + No tienen ni idea.",3792
"-Parece que estamos en marte. +¿Por la calima? -No, porque ayer fue lune.",3793
- me dedico a traer especias del exterior  - me importa un comino - mínimo un frasco,3794
