id,Chistes
8990,"- Manolo, me dijeron que te casaste.
- Sí, sí, ya ves.
- ¿Y qué tal eso del matrimonio?
- Pues al principio bien, pero en cuanto sales de la iglesia..."
8991,"Viajaba en un autobús una comisión especial de Diputados de todos los partidos para analizar los problemas agrarios del país.
En una de las tantas curvas el conductor del autobús pierde el control y caen por un barranco.
Después de algunas horas llegan al lugar de los hechos, ambulancias, Guardia Civil, Ejército, para tratar de dar auxilio a los lesionados, pero se dan cuenta de que no hay ninguna persona entre los restos del autobús.
Por lo tanto empiezan las investigaciones.
La Guardia Civil localiza cerca de donde ocurrió el accidente una casa, y allí se dirigen a pedir informes.
Sale un campesino de la casa a recibirlos, y le preguntan:
- ¡Oiga, Usted! ¿Vio a los políticos que se accidentaron?
- ¡Sí, sí los vi! ¡Y ya les di cristiana sepultura!
- ¿No me diga que todos estaban muertos?
- ¡Bueno... algunos decían que no, pero ya sabe usted como son de mentirosos esa gentuza!"
8992,"- Asistencia técnica telefónica, ¿en qué puedo ayudarle?
- No me funciona el módem.
- ¿Qué luces tiene encendidas?
- La del salón y la del pasillo.
- ... ...Vale, le mandamos un técnico."
8993,"En una escuela de Kung Fu:
- Maestro, ¿por qué no avanzo en mi técnica?
- ¿Has visto el atardecer, cuando las gaviotas vuelan libres por el inmenso cielo?
- Si, lo he visto maestro
- ¿Y has visto la cascada de agua golpeando la roca sin conseguir aparentemente nada?
- Si, maestro
- ¿Y la Luna llena que se refleja en el agua cristalina del lago?
- Si, maestro
- Aja... ya veo el problema, te pasas todo el día mirando chorradas en lugar de practicar."
8994,"La señora llega a casa de su hija y encuentra a su yerno furioso preparando una maleta.
- ¿Qué pasa?- pregunta ella.
- ¿Que qué pasa? ¡Le voy a decir exactamente lo que pasa, señora! Le mandé un e-mail a Catalina diciéndole que hoy regresaba a casa de mi viaje de trabajo. Llegué a casa y ¿puede adivinar lo que me encontré?... A mi esposa, sí, ¡su hija!, con un hombre desnudo en nuestra cama. Este es el fin de nuestro matrimonio. ¡Yo me largo de aquí para siempre!
- ¡Cálmate! - dice la suegra. - Hay algo que no me cuadra. Catalina nunca haría una cosa de esas. Yo la crié y la conozco bien. Espera un momento mientras
yo averiguo qué fue lo que pasó.
Un momento después regresa la suegra con una sonrisa enorme.
- Ya ves, te dije que tenía que haber una explicación lógica y la hay, lo que pasa es que ¡Catalina no recibió tu e-mail!"
8995,"Llama un testigo de Jeoba a la puerta de un señor y dice:
- ¿Quiere que le le-le-le-le-le-a-a-a-a la bi-bi-bi-bi-blia o me la compra?"
8996,"Se abre el telon y aparece un culo muy gordo con solo un pelo se cierra el telon
- ¿Cómo se llama la pelcula?
- El peliculón"
8997,"- Pepe, ¿por qué estás tan contento esta mañana?
- Cómo no voy a estar contento, si me ha dicho mi mujer que soy el mejor amante de todo el barrio."
8998,"- Manolo!!! -grita el jefe de sección- acaso no sabes que esta prohibido beber durante el trabajo!!
- No se preocupe jefe, no estoy trabajando."
8999,"La empleada del hogar, llorando, coge su maleta y se va a despedir de su patrona...
- ¿A dónde vas? - preguntó la señora.
- Me voy a mi pueblo, a morir cerca de los míos.
- Pero, ¿qué te pasa?, ¿por qué dices eso?
- Señora, usted misma dice que su marido es un gran médico y nunca se equivoca en sus diagnósticos...
- Y es verdad, él nunca se ha equivocado en un diagnóstico... Pero, ¿qué tiene que ver eso contigo?
- Pues es que esta mañana, cuando le estaba poniendo el desayuno, el señor me apretó el culo y me dijo: ¡De esta noche no pasas!"
9000,"- Ayer me dijeron que soy fea.
- No te preocupes, a mí me han dicho cosas peores.
- ¿Qué te han dicho?
- Que también eres bastante tonta."
9001,"- Mi mujer se ha escapado con mi mejor amigo.
- ¿Con tu mejor amigo? ¿Quién es?
- No sé, pero quienquiera que sea, desde ahora es mi mejor amigo."
9002,"Un niño le pregunta al otro:
- ¿Qué vas a pedirle al Santa Claus este año?
- Yo voy a pedirle una bicicleta, ¿y tú?
- Yo voy a pedirle un Tampax.
- ¿Un Tampax? ¿Y qué es un Tampax?
- No lo sé, pero en la televisión dicen que puedes ir a la playa todos los días, correr en bicicleta, ir a caballo, bailar, ir a la discoteca, hacer todo lo que quieras y sin que nadie se dé cuenta. ¿Qué bueno no?"
9003,"- Papá... ¿qué es el amor?
- Es la luz de la vida, hijo mío.
-¿Y el matrimonio?
- Es la factura que llega después"
9004,"- Venimos por lo de la terapia de pareja.
- Muy bien, lo primero es aparcar las diferencias
- Eso lo hago yo, que haya conduce como el culo"
9005,"- Llevamos 65 horas conduciendo ¿No estaremos perdidos manolo?
- Que va, estamos llegando, pregunta a ese señor, ya verás.
- ¿Cómo vamos a Sevilla?
-لصفحة ما سيلهي القارئ عن التركيز"
9006,"En una discoteca, una tía poco agraciada se acerca no demasiado disimuladamente a un tío.
Al cabo de un rato, este le dice:
- ¿Bailas?
- Si...
- Así me gusta, que te diviertas."
9007,"A casa de Jaimito llega una de sus tías de visita. Mientras están merendando, va el niño y le dice a su tía :
- Jo, tía, si es que eres tonta.
Entonces su madre le regaña, claro.
- Niño ! Pero como le dices eso a tu tía ! Dile ahora mismo que lo sientes, venga.
- Esta bien... Tía, siento mucho que seas tan tonta."
9008,"En una exposición:
- A usted le gusta la pintura?
- Mucho, pero más de un bote me empalaga."
9009,"Una señora en el ginecólogo:
- Señora, está usted embarazada.
- ¿Otra vez?
- ¿Es que su marido no toma precauciones?
- El sí, pero los otros no."
9010,"En la consulta del médico
- Usted tiene una perfecta salud. Vivirá hasta los 80.
- Pero doctor, yo tengo 80 ahora.
- ¿Lo ve? ¿tenía o no tenía yo razón?"
9011,"En una entrevista de trabajo:
- Muy bien Javier, el puesto es casi suyo, pero antes una última pregunta, dígame un personaje que admire
- Miyagi
- ¿El de Karate Kid?
- No, el de los Rolling
- ¿Mick Jagger?
- Usted si que habla inglés bien, nivel pro"
9012,"Un tío pregunta a la portera de un edificio:
- ¿La notaría?
- Si se acerca...."
9013,"El presidente de la compañía entra a su limousina y ve que han contratado a un chofer nuevo.
- ¡Bienvenido a la compañía! -le dice, - ¿cómo se llama usted?
- Carlos, señor.
Muy serio, el ejecutivo insiste:
- Yo no acostumbro a llamar a mis empleados por el nombre de pila, sino por el apellido, ¿cuál es su nombre completo?
- Me llamo Carlos Cielo Querido.
- Bueno... vamos al aeropuerto, Carlos..."
9014,"Un empresario tiene que escribir una carta de recomendación para un empleado más bien vago. No quiere mentir acerca de su empleado, pero tampoco quiere decir la verdad... tras cuidadosa reflexión, escribe en la carta de recomendación:
""Usted será afortunado si consigue que esta persona trabaje para usted."""
9015,"- Mariano, te tengo que dar dos noticias, una buena y otra mala.
- Ya estoy harto de noticias malas, dime solo la buena.
- Que el airbag del coche funciona."
9016,"—¿Nivel de ruso?
—Excelentovsky.
—No sabe nada, ¿verdad?
—Exactovsky.
—¡LÁRGUESE DE AQUÍ!
—Hasta luegovsky."
9017,"- ¿Qué os ha dicho el médico?
- Pues que me quedan 8 meses de vida
- ¿En serio? ¿Pero qué tienes? 
- Yo nada, pero mi mujer está embarazada"
9018,"Una joven le presentó su último novio a su papá, y éste conversó largamente con el chico.
Cuando el chico se va de la casa le dice el padre a su hija:
- Es un excelente muchacho, hija. Merece una buena mujer. Te recomiendo que te cases con él antes de que la encuentre..."
9019,"Va un retrasado a una tienda de mascotas:
- Ueas aldes - saluda al entrar.
- Muy buenas - le contesta el encargado de la tienda.
- hiero omcprar un oro.
- ¿Un qué?
- ¡un oro! - replica el gangoso
El dependiente se dá cuenta que el hombre quiere decir ""loro"" y le contesta:
- ¡Ah, sí! Usted desea comprar un loro, pues tenemos éste en venta.
- ¿uánto ueska?
- 500 euros.
- Polke an karo el oro?
A lo que contestó el loro
- ¡Porque hablo mejor que tú, imbécil!"
9020,"El marido se mete en la cama y la susurra a ella al oído:
-Cariño, estoy sin calzoncillos
Y ella le responde:
-Imbécil, déjame dormir, mañana te lavo unos."
9021,"Estaba una mujer con su amante y de repente oye que el marido abre la puerta.
- ¡Date prisa! - le dice al tipo - ¡Quédate de pie en la esquina!
Rápidamente le frota aceite de bebé por todo el cuerpo y luego le espolvorea con polvos de talco.
- No te muevas hasta que te lo diga, le susurra ella, simula que eres una estatua.
- ¿Qué es esto, querida? - le pregunta el marido al entrar.
- ¡Ah, sólo una estatua!, responde ella con naturalidad-, los Pérez compraron una para su dormitorio, me gustó tanto que compré una para nosotros también.
No se habló más sobre la estatua, ni siquiera por la noche cuando se metieron en la cama. A las dos de la madrugada, el marido se levanta, va a la cocina y vuelve con un sandwich y un vaso de leche.
- Toma, le dice a la 'estatua', come algo. Yo me estuve como un idiota durante tres días en el dormitorio de los Pérez y nadie me ofreció ni siquiera un vaso de agua."
9022,"- ¿Sabe? soy vidente, y por 10 euros le digo su futuro.
- ¿10 euros? OK.
- Yo seré vidente, tú serás vidente, él será vidente..."
9023,"Un loco llega a la oficina del manicomio a quejarse:
- Buenas, vengo porque mi compañero de cuarto no me deja dormir.
- ¿Por qué?- le pregunta el secretario.
- Él tiene complejo de motocicleta.
- ¿Y qué es lo que le molesta? ¿El ruido que hace?
- No, lo que me molesta es el humo."
9024,"- Ponme una cerveza y apúntalo en mi cuenta.
- Aquí no se apunta nada.
- Así me gusta, con buena memoria."
9025,"Deme una pluma que quiero darle una sorpresa a mi hijo
- ¿Qué edad tiene?
- Veinte años
- ¿Y usted cree que con esa edad se va a sorprender?
- Estoy completamente seguro, él se cree que le voy a regalar un coche."
9026,"Una mañana de Domingo, a las 08:00 horas, una rubia encantadora llama a su novio muy alterada:
- Tienes que venir a ayudarme. Tengo un puzzle y no soy capaz ni de empezar!
- ¿Qué clase de puzzle?
- Según la foto de la caja, es un tigre.
Como a él se le dan muy bien los puzzles decide pasarse a echarle una mano, así que se pone los pantalones y se va. Entra y se acerca a la mesa donde están todas las piezas dispersas al lado de la caja. Mira las piezas, luego la caja y al cabo de un rato se vuelve hacia ella:
- Bueno, para empezar, lo siento mucho, pero no veo como unir estas piezas para formar el tigre, y segundo, te aconsejo que te relajes, te tomes un café y después
metas los Froskies de Kellogs en su caja."
9027,"Llega un señor al cine y pregunta a la primera persona que ve sentada:
- Disculpe, ¿está ocupado?
- No, responde el sujeto.
Entonces el señor con tono casi suplicante le dice:
- Tráigame unas palomitas..."
9028,"En un concurso de pájaros les toca el turno a un francés, un ingles y un español:
El francés lleva un halcón le quita la capuchita y lo suelta a volar. A los pocos segundos el halcón estaba bastante alto, saca una pajita del bolsillo y la tira al aire, el halcón baja en picado alcanzando la velocidad de 120 Km. y logra recoger la pajita antes de que ésta caiga al suelo, le dan 8 puntos.
Ahora le toca el turno al inglés, éste trae un águila real, le quita la capucha, la suelta a volar y cuando está muy alto, saca una pajita, la parte en dos y la tira al aire, el águila baja en picado a la velocidad de 160 Km. y logra recoger los dos pedazos antes de que toquen el suelo, le otorgan 9 puntos.
Le toca el turno al español, éste trae un lorito de su casa y se le escucha gritar:
- ¡Quítame ya esta porquería de la cabeza que no veo nada!
Cuando lo hace el loro se escapa a volar, cuando va muy alto el amo saca una pajita, la parte en tres y la tira al aire, el loro baja en picado alcanzando la vertiginosa velocidad de 240 Km., y cuando se va acercando al suelo le grita al dueño:
- ¡Tira más paja, tira mas paja, desgraciado, que me mato!"
9029,"Está un macarra subido en una palmera. Pasa otro y le dice:
- ¡Eh! ¿Qué passsa colega, qué haces ahí subido?
- Pues nada, comiendo higos...
- ¡Pero tío! Encima de una palmera serán dátiles, ¡¡¡no higos!!!
- Que passa, ¡¡me he comprado un kilo de higos y me los como donde quiero!!"
9030,"Un tio que va por una autopista con su Mercedes a 200 km/h
- Esto es la leche, a 200 y va como una seda, no hace ruido, no se nota nada, es maravilloso...
En esto que ve a un tio por el retrovisor en una Vespino que se va acercando. Al poco el tio de la Vespino se pone al lado del Mercedes. El vespino vibrando que parece que se rompe, y el 'zumbao' del tío le hace señas al del Mercedes de que baje la ventanilla.
- Oyeeee tio, ¿tienes un pitillo?
- Pero loco que te vas a ¡mataaaar!
- ¡Qué va, si fumo muy poco!"
9031,"- ¡Camarero! ¡Hay un mosca en sopa!
- No es UN mosca, es UNA mosca.
- ¡Caray, qué vista tener usted!"
9032,"En Lepe sólo hay dos personas que se dedican a la mudanza y son hermanos. Un día iba uno de ellos con un armario muy grande a hombros y uno del pueblo le dice:
- Pero, ¿no te ayuda tu hermano?
- Sí, mi hermano está dentro sujetando las perchas."
9033,"- Soy bidente.
- ¿Puedes ver el futuro?
- No, sólo tengo dos dientes
- ¿Eres idiota?
- No, soy un conejo"
9034,"Entra un hombre al jardín de su amigo y ve un letrero que pone: ""cuidado con el perro"".
Y de pronto ve a un perro chiquitín, chiquitín. Se dirige hacia amigo y le dice:
- ¿Pero, para qué pones ese cartel si el perro es tan pequeño que no puede casi ni abrir la boca?
- Sí - le dice- pero no sabes la cantidad de veces que me lo han pisado."
9035,"El padre le dice al hijo:
- Oye hijo, ve a buscar el martillo a la casa de Jordi. 
- Bueno padre enseguida voy.
Llega a la casa de Jordi y le dice:
- ¡Jordi! mi padre dice que si me puedes prestar el martillo.
A la media hora vuelve el hijo y le dice al padre:
- ¡Padre, Padre! Jordi dice que no nos quiere prestar el martillo porque dice que se gasta.
- Este Jordi ¡Racano de mierda! Bueno, no te preocupes hijo, ve a buscar el nuestro."
9036,"Un matrimonio visita al médico. Tras examinar a la mujer, el médico le dice al marido:
- La verdad es que no me gusta el aspecto de su esposa.
- Ni a mí, pero es que su padre es muy rico.."
9037,"Entra un matrimonio en un restaurante, y cuando se sientan, le dice la mujer:
- ¿Te has dado cuenta del borracho que había en la barra del bar?. Es mi ex-novio, que no ha parado de beber desde que nos separamos.
- ¡No me extraña. ¡Todavía lo estará celebrando!."
9038,"- A ver cuénteme su versión de los hechos -dice el juez.
- Verá, estaba yo en la cocina con el cuchillo de cortar jamón. En esto que entra mi mujer, tropieza, cae sobre el cuchillo y se lo clava en el pecho.
- Ya... - dice el juez - prosiga...
- Pues así, hasta siete veces."
9039,"Una mujer de 25 años le cuenta a una amiga sobre su matrimonio con un señor de 75 años. 
Es tan caballero... me trae flores todos los días, me regala bombones, me lleva de paseo, fuimos de vacaciones a Hawai, me compra ropa todas las semanas, me lleva al cine, al teatro, de cenas a los mejores restaurantes, joyas.
- ¿Y en la cama? - pregunta la amiga.
- En la cama hacemos el tratamiento.
- ¿Qué tratamiento?
- Él trata y yo miento."
9040,"Dos hombres que se movían muy deprisa en el interior de un Hipermercado con sus carros de la compra se chocan y uno le dice al otro:
- Perdóneme Ud; es que busco a mi señora.
- ¡Qué coincidencia, yo también! Estoy ya desesperado.
- Bueno tal vez le pueda ayudar. ¿Cómo es su señora?
- Es alta, de pelo castaño claro, piernas bien torneadas, pechos firmes, un culo precioso, en fin, muy bonita...
- ¿Y la suya?
- Olvídese de la mía, estará en la sección de charcutería seguro, le ayudo a buscar a la suya!!"
9041,"Dos amigos se encuentran por la calle:
- ¿Qué tal te va la vida?
- Fatal, el otro día enterramos a mi tío.
- ¡No me digas! ¿Cómo paso?
- Pues nada, estaba en el balcón haciendo una barbacoa y de pronto se acercó demasiado al fuego y..
- Ya, se quemó vivo, ¿no?
- No, qué va. Del susto se echó hacia atrás y tropezó con la barandilla del balcón...
- Sí, y se cayó por el balcón y se mato, ¿no?
- No. Resulta que en la caída se pudo agarrar a la cornisa, pero se empezó a resbalar y...
- Ya, se la dio contra el suelo, ¿no?
- Qué va. Alguien llamó a los bomberos, que habían puesto debajo una lona, pero tuvo tan mala pata que rebotó y...
- Por fin se la pegó, ¿no? (El amigo empieza a ponerse nervioso)
- No, en el rebote se pudo coger a un cable de alta tensión...
- ¡Se electrocutó!
- No, como estaba haciendo la barbacoa llevaba guantes, pero el cable cedió y se rompió...
- ¿Y por fin se la pegó?- No, los bomberos habían corrido la lona bajo él, pero aún rebotó, y antes de caer se pudo coger a una cornisa...
-¿PERO ME QUIERES DECIR CÓMO MURIÓ TU TÍO?
- Verás... al final los bomberos llamaron a la policía y tuvieron que abatirlo a tiros..."
9042,"El jefe está con un paquete de papeles frente a la nueva trituradora de documentos. Se le ve desconcertado, mira por un lado, mira por el otro. En eso pasa el empleado mas ""pelota"" de la empresa y, muy amablemente, le ofrece ayuda, toma el paquete de papeles, los coloca en la ranura y ¡¡TRRRRRRR.., se oye el sonido de los papeles cuando se hacen trizas.
El empleado le dice al Jefe: 
- ¿Ve que fácil es? No tiene más secreto jefe
El Jefe no se queda muy convencido, mira a la máquina por todos los lados, y dice:
- ¿Y por dónde salen las fotocopias?"
9043,"Un hombre dice a su mujer:
- Mujer, ¡Me voy de caza!
La mujer le contesta:
- Pero, ¿llevas la escopeta?
El hombre la dice:
- No, que me voy de caza, pero 'pa ziempre'."
9044,"Un ""sargento de hierro"" les está echando el rollo a los recién llegados a la mili, y le pregunta a uno:
-Y a usted ¿que rango le gustaría alcanzar en el ejercito?
-General
-General!¿Está usted loco?
-No, ¿hace falta?"
9045,"Arnaldo viajó a Japón y se compró un par de anteojos de gran tecnología que hacía ver desnudas a todas las mujeres.
Arnaldo se pone los anteojos y empieza a ver desnudas a todas las mujeres... está encantado. Se pone los anteojos, desnudas, se quita los anteojos, vestidas
- ¡Qué maravilla!
Regresó a Bilbao, loco por mostrarle a su mujer la novedad. Cuando llega a la casa, inmediatamente se coloca los anteojos para ver desnuda a su mujer, María.
Abre la puerta y ve a María y a Joaquín, desnudos en el sofá.
Se quita los anteojos, desnudos, se pone los anteojos, desnudos. Se los quita... desnudos, se los pone... desnudos.
- ¡Vaya mierda de anteojos nada mas llegar a Bilbao se rompen!"
9046,"En un lujoso barrio de Madrid, lleno de mansiones, un hombre de aspecto desaliñado llama a una de las casas.
La dueña de casa abre y él le dice:
- Yo ser inmigrante buscando trabajo. Por favor ¿podría
ayudarme?
La señora, que estaba entretenida tomando café con unas amigas, se compadece y le dice:
- Tengo algo que usted puede hacer: tome este bote de pintura verde y de la vuelta a la casa. En la parte trasera encontrará un porche que necesita pintura. 
Tres horas más tarde el hombre regresa contento, esperando cobrar una buena propina, y le dice:
- Listo, ya terminé señora. Pero, yo inmigrante de Polonia, conocer bien autos europeos, ese no ser un Porsche sino un Mercedes."
9047,"Uno que va hacia un señor que sin meterse con nadie bebía su copa en un extremo de la barra, le dice en tono amenazante:
- ¿Está usted buscando pelea?
El otro le responde calmado:
- Desde luego que no, amigo. Si buscara pelea ya me habría ido a mi casa con mi mujer."
9048,"- Doctor, ¿qué puedo hacer para que este año mi mujer no se quede embarazada en vacaciones?
- Llévesela con usted."
9049,"Un tío va a un hospital a que le curen una uña que se le ha clavado en el dedo gordo del pie, y se cabrea cuando una enfermera se lo lleva a un vestidor y le dice que se ponga una bata del hospital.
-Pero esto es absurdo !Si es solo la uña!
-Ya, pero las normas del hospital...
-¡Pues me niego!
Y una voz desde el vestidor de al lado dice:
-Déjelo, si no le va a servir de nada; fíjese, yo llevo bata ya, y venía solo a leer el contador del gas. ¡Tengo miedo!"
9050,"Un respetable ginecólogo está paseando por la calle con su
esposa.
Al lado de ellos pasa una muchacha joven, sensual, minifalda, mucho maquillaje y saluda al doctor con cariño:
- ¡Hola, mi amor!
El doctor le dice a su esposa:
- No pienses nada raro. La conozco por el lado estrictamente profesional.
- Y pregunta la esposa:
- ¿El lado profesional tuyo o el de ella?"
9051,"-¿Está usted seguro que tengo pulmonía, doctor?. Sé de casos en que el médico diagnosticó pulmonía y el paciente murió de otra cosa.
- No se preocupe - le dice el médico. - Cuando yo trato a un paciente de pulmonía, muere de pulmonía."
9052,"- Doctor, doctor, ¿qué puedo hacer para que me hijo no se mee en la cama?
- Que duerma en el baño."
9053,"Va una mujer al doctor y le dice:
- Doctor, doctor, me duele mucho en el bajo vientre.
- ¡Huy!, eso va a ser apendicitis seguro, tiene que operarse ya mismo.
- Pero... ¿que dice doctor?. Quiero una segunda opinión.
- Bueno, pues también opino que esta usted como un queso de buena."
9054,"- ¿Por qué las focas del circo miran siempre hacia arriba?
- Porque es donde están los focos."
9055,"Se encuentran dos viejos amigos.
- Sabes, Marcelo, me he separado...
- ¿Pues sabes lo que te digo? Mejor para ti. La verdad es que tu mujer era una pendona. Se acostaba con todos los del grupo. Incluso a mí un día me llevó al huerto. Créeme lo mejor es que te hayas separado.
- Marcelo, que me he separado,... pero de mi socio."
9056,"En el vagón de un tren viajaban un viejo con el pelo todo
engominado y un joven punk. El viejo no podía quitar el ojo del decorado del chaval, con el pelo tan multicolor, la mayor parte verde, un tupé amarillo y la melena a rayas de colores que parecía un arco iris. En esto, el chaval se mosquea de las miradas del viejo y le dice:
- ¿Quee paaassa, abuelo? ¿Me va a decir que de joven nunca hizo nada raro?
- ¡Claro que si! Una vez me lo hice con un papagayo y estoy pensando si tú no serás mi hijo."
9057,"Una pareja llega a un restaurante de lujo:
- ¿Qué tomarán los señores?
- A mi me pone una langosta y un buen cava reserva familiar.
- ¡Excelente elección! y ¿a su señora?
- Pues a ella, ...si, póngale un fax y dígale que me lo
estoy pasando de cine..."
9058,"Un abogado mantiene un romance con su secretaria. Al poco tiempo ésta queda embarazada y el abogado, que no quiere que su esposa se entere, le da a una buena suma de dinero y le pide que vaya a parir a Italia. A lo que la secretaria pregunta:
-¿Y cómo te comunicaré que ha nacido el bebé?
-Tan sólo envíame una postal y escribe Spaghetti por detrás. No te preocupes, yo me encargaré de todos los gastos.
Pasan seis meses y una mañana la esposa del abogado lo llama al bufete exaltada:
- ¡Querido, acabo de recibir el correo y hay una postal muy extraña de Italia... La verdad no entiendo que significa!.
-El abogado, asustado, contesta:
- ¡Espera a que llegue a casa y te explico!
Cuando el hombre llega a casa y lee la postal cae al suelo fulminado por un infarto. Llega una ambulancia y se lo llevan. Ya en el Hospital, el medico jefe se queda a confortar a la esposa y le pregunta cual ha sido el trauma que ha precipitado tal ataque cardíaco. Entonces la esposa saca la postal y lee:
- ¡Spaghetti, Spaghetti, Spaghetti, Spaghetti, Spaghetti, tres con salchicha y albóndigas y dos con almejas!"
9059,"Un catalán va a cobrar un cheque al banco y el cajero que lo atiende le dice:
- Muy bien... ¿Cómo quiere el dinero?
- ¡Con desesperación, oiga, con desesperación!"
9060,"Un borracho llega a su casa como una cuba... y llama a la puerta de su casa toc..toc..toc... y no le abren, se pone agritar a su mujer:
- ¡Golondrina hip...hip... ábreme la puerta, pichoncita,ábreme hip..hip.., la puerta; gorrioncillo pecho amarillo, ábreme la puerta hip..hip..,!
- En eso su mujer tiernamente le abre la puerta, al verla el
borracho la ve y la dice:
-¿Por qué no me abrías URRACA...?."
9061,"Uno tipo está en un bar y le comenta al camarero:
- Pues sí. La última vez que estuve en este bar, pillé una buena cogorza. Pero así como medio en sueños, recuerdo que tenían un WC con la taza dorada ... ¿no?
Y el camarero:
- ¡Manolo! ¡Aquí está el que se cagó en tu trombón!"
9062,"Un tío va a hacerse unas pruebas para la tele y tiene un tic nervioso que le hace guiñar un ojo continuamente.
- Pero hombre, ¿cómo quiere que le contratemos así?
- No, si se me pasa con una aspirina, espere, que tengo por aquí una en el bolsillo....
El tío se hurga los bolsillos y intentando encontrar las aspirinas saca cajas de preservativos de 10, de 15, de 20, de todas las marcas posibles.
- Parece que a usted le va bien con las mujeres, ¿eh?.
- ¡Que va! Si ligo menos que nadie.
- ¿Y entonces todo esto?
- ¿Ha probado usted alguna vez a entrar en una farmacia y pedir una caja de aspirinas guiñando un ojo?"
9063,"- ¿Hola, es la carnicería?
- No, es la zapatería.
- Disculpe, me he equivocado de número.
- No importa, tráigalos, se los cambiamos."
9064,"El matrimonio Ramírez está espachurrado en el sofá, viendo la televisión, él, con camiseta de tirantes y una lata de cerveza en la mano, ella, con bata de boitiné, con los rulos puestos.
- Pedro, ¡hace treinta años que estamos casados y nunca me has comprado nada!.
- Mujer, no sabía que vendieras algo..."
9065,"Un niño va en el tren con su madre. Durante 400 Km., el niño se está hurgando en la nariz, sin mucho éxito.
Otro pasajero que estaba cansado de ver al niño dale que dale, le dice a la madre:
- Es listo ¿Eh?
- No. no, señor. Es normal.
- No. Si me refiero al moco."
9066,"Un señor que tenía una gata, estaba harto de que le arañase todos los muebles de la casa y no sabía como deshacerse de ella, se fue al monte y la dejo abandonada. Después de unos días la gata regresó.
El señor se la volvió a llevar y la tiró del otro lado del monte, y la gata volvió. Desesperado, le preguntó a un amigo, cómo lo podía hacer para que no volviera y éste le dio algunas indicaciones: 
- Cruza el monte, ve al río y crúzalo, gira a la derecha, luego a la izquierda,otra vez a la derecha, cruza el puente y deja la gata.
Después de una semana, se encuentra con el amigo, todo sucio, cansado, hambriento, desvelado y sediento, y le pregunta:
- ¿Cómo te fue?
- Qué quieres que te diga, que si no es por la gata, ¡no regreso!"
9067,"Un famoso rico, pasea con su hijo por su hacienda ganadera. El hijo le pregunta al padre:
- Papá, papá, todo lo que veo a mi alrededor es ganado.
- ¡No hijo, la mayoría es robado!"
9068,"Un domingo, después de la misa, uno de los feligreses se acerca al párroco y le pregunta:
- Reverendo, ¿es pecado jugar al golf en domingo?
- Hijo mío, dijo el padre poniendo la mano sobre su hombro, te he visto jugar al golf, en tu caso es un pecado cualquier día."
9069,"Se encuentran dos amigos y uno le dice a otro:
- ¿Qué tal el safari de leones?
- Muy ajetreado oye, te cuento:
- Iba por la sabana cuando de pronto camuflado entre los matorrales aparece un enorme león macho. Saco el rifle y disparo pero con el nerviosismo fallo el tiro, lo intento por segunda vez y se me encasquilla, decido soltar el rifle y salgo corriendo.
El otro le dice: 
- Y el león ¿qué hacia?
- ¡Me seguía!
- Veo cerca un pequeño barranco me tiro por él y caigo a un río.
- ¿Y el león que hacía?
- ¡Me seguía!
- Veo un árbol inclinado y pienso me subiré por él.
- ¿Y el león que hacía?
- ¡Me seguía!
- Veo de lejos una choza me encamino a ella.
- ¿Y el león que hacía?
- ¡Coño! Te preocupas más del león que de mí."
9070,"Un entusiasta del tuning de automóviles estrena unos potentes frenos en su coche.
Deseoso de probarlos con alguien que alabe su eficacia encuentra a un amigo al que dice:
- Vente que te voy a enseñar los potentes frenos que he instalado en mi coche.
El amigo accede un poco expectante de la prueba.
Están en el campo dentro del coche, el conductor entusiasmado le dice al amigo:
- ¿Ves aquel papel en el suelo? Pues verás. 
Acelera de manera vertiginosa y cuando está cerca del papel frena en seco a un palmo del mismo, a la vez que dice:
- ¿Asombroso? ¡eh!.
Seguidamente se encamina hacia un muro a toda velocidad, cuando casi se lo comían frena de nuevo bruscamente y se queda a centímetros de la pared.
- Espectacular ¿eh? ¡Pues verás ahora!
Acelera todo lo que el coche puede, van directos hacia un acantilado y cuando prácticamente solo ven el horizonte, frena violentamente, se quedan con las ruedas al borde del precipicio.
- ¿Qué te ha parecido?
- Vamos a volver donde estaba el papel.
- Te ha gustado ¿eh? Quieres repetir.
- ¡No, es que me he cagado!."
9071,"La mujer a su marido:
- Amor mio, te propongo una cosa.
- Tu dirás
- ¿Por qué no salimos esta noche y nos divertimos un poco?
- Me parece estupendo!!
- Pues si tu llegas primero, no olvides dejar la luz del porche
encendida."
9072,"Un individuo se presenta en unos grandes almacenes para buscar trabajo de vendedor.
- ¿Es usted buen vendedor?
- De primera
- Tendré que hacerle previamente unas pruebas
- Lo que usted considere
- De momento lo pondré en la sección de ferretería.
Al tío lo pasan a la sección de ferretería. Al día siguiente todo vendido incluidos los mostradores y la caja registradora.
- Usted se ha pasado un poco ¿eh?
- Si es que cuando me pongo a vender me animo ¿sabe?
- Ahora lo pondré en la sección de sastrería, si me vende este traje queda usted admitido.
El traje tenía delito: La chaqueta era verde, con las mangas amarillas, el pantalón rojo con lunares negros. Al día siguiente el traje vendido.
- ¿Se lo habrá vendido a un familiar?
- No, a un cliente.
- A un cliente y ¿qué dijo el cliente?
- Nada, el cliente no dijo nada, eso si, su perro lazarillo me quería morder."
